#      time         order        tairmean     top       
  0.000000000       1.0000       19.000       18.242    
 0.4000000000       1.0000       19.000       18.228    
 0.8000000000       1.0000       19.000       18.220    
 0.9999999986       1.0000       19.000       18.216    
  1.000000001       1.0000       19.000       18.216    
  1.320000001       1.0000       19.000       18.210    
  1.640000001       1.0000       19.000       18.205    
  1.999999999       1.0000       19.000       18.199    
  2.000000001       1.0000       19.000       18.199    
  2.256000001       1.0000       19.000       18.195    
  2.512000001       1.0000       19.000       18.191    
  2.999999999       1.0000       19.000       18.185    
  3.000000001       1.0000       19.000       18.185    
  3.204800001       1.0000       19.000       18.182    
  3.409600001       1.0000       19.000       18.180    
  3.819200001       1.0000       19.000       18.175    
  3.999999999       1.0000       19.000       18.173    
  4.000000001       1.0000       19.000       18.173    
  4.327680001       1.0000       19.000       18.170    
  4.655360001       1.0000       19.000       18.166    
  4.999999999       1.0000       19.000       18.163    
  5.000000001       1.0000       19.000       18.163    
  5.038365838       1.0000       19.000       18.163    
  5.076731675       1.0000       19.000       18.162    
  5.104449597       1.0000       19.000       18.162    
  5.125821266       1.0000       19.000       18.162    
  5.149792543       1.0000       19.000       18.162    
  5.169222996       1.0000       19.000       18.162    
  5.188945411       1.0000       19.000       18.161    
  5.207136413       1.0000       19.000       18.161    
  5.225565452       1.0000       19.000       18.161    
  5.243693695       1.0000       19.000       18.161    
  5.262224369       1.0000       19.000       18.161    
  5.281870193       1.0000       19.000       18.161    
  5.303332979       1.0000       19.000       18.160    
  5.327114068       1.0000       19.000       18.160    
  5.353775991       1.0000       19.000       18.160    
  5.384294426       1.0000       19.000       18.160    
  5.419694227       1.0000       19.000       18.159    
  5.461760222       1.0000       19.000       18.159    
  5.512994686       1.0000       19.000       18.158    
  5.577875623       1.0000       19.000       18.158    
  5.662925412       1.0000       19.000       18.157    
  5.784120998       1.0000       19.000       18.156    
  5.968684679       1.0000       19.000       18.155    
  5.999999999       1.0000       19.000       18.154    
  6.000000001       1.0000       19.000       18.154    
  6.030692671       1.0000       19.000       18.154    
  6.061385340       1.0000       19.000       18.154    
  6.122770680       1.0000       19.000       18.154    
  6.245541358       1.0000       19.000       18.153    
  6.491082714       1.0000       19.001       18.151    
  6.581254047       1.0000       19.001       18.151    
  6.581254049       1.0000       19.001       18.151    
  6.777687135       1.0000       19.001       18.149    
  6.974120220       1.0000       19.001       18.148    
  6.999999999       1.0000       19.001       18.148    
  7.000000001       1.0000       19.001       18.148    
  7.031429295       1.0000       20.113       19.861    
  7.062858589       1.0000       20.992       20.371    
  7.093537878       1.0000       21.304       20.194    
  7.124062429       1.0000       21.254       19.876    
  7.161624787       1.0000       21.081       19.675    
